SRRL BMS Dew Point Temperature,SRRL BMS Diffuse Horizontal Irradiance,SRRL BMS Direct Normal Irradiance,SRRL BMS Dry Bulb Temperature,SRRL BMS Global Horizontal Irradiance,SRRL BMS Relative Humidity,SRRL BMS Wind Speed at 19',day_of_week,weekend,hour,minute,usage
19.4125883,-1.593265057,-0.239159107,60.54800034,-1.958606005,18.77000046,11.1850071,2,0,23,11,105.0980003
19.31738771,-1.570448041,-0.395132005,60.49399948,-1.953888059,18.71999931,10.76445007,2,0,23,12,105.0939995
19.27300524,-1.55785203,-0.447122306,60.49399948,-1.954743028,18.68000031,11.24093151,2,0,23,13,105.1439995
19.3062997,-1.552456975,-0.499114305,60.49399948,-1.945014954,18.70999908,10.1224308,2,0,23,14,105.1939995
19.36168571,-1.555384994,-0.410728991,60.49399948,-1.946161032,18.76000023,10.9053812,2,0,23,15,105.2439995
19.39914248,-1.550398946,-0.33794111,60.43999863,-1.922649026,18.82999992,11.29685688,2,0,23,16,103.5699986
19.34145698,-1.516389012,-0.358738303,60.33200073,-1.916172028,18.85000038,13.28107738,2,0,23,17,101.8420007
19.25099509,-1.495828032,-0.561504006,60.40399933,-1.845157027,18.71999931,11.07315636,2,0,23,18,100.2939993
19.25973146,-1.491114974,-0.530309618,60.47600174,-1.821903944,18.68000031,12.94552708,2,0,23,19,98.74600174
19.27300524,-1.490983009,-0.519909978,60.49399948,-1.811550975,18.68000031,12.27442646,2,0,23,20,97.14399948
19.05181896,-1.509166956,-0.566701114,60.51200104,-1.80724299,18.46999931,12.07980728,2,0,23,21,98.29200104
19.01884303,-1.525213957,-0.660283983,60.61999893,-1.814311981,18.37000084,10.9881506,2,0,23,22,99.52999893
19.04379079,-1.533252954,-0.691477478,60.74599838,-1.826506972,18.30999947,12.41535759,2,0,23,23,100.7859984
19.12419697,-1.553318977,-0.421126187,60.65599823,-1.847527981,18.44000053,11.99480152,2,0,23,24,101.8259982
19.13645936,-1.563423991,-0.3379412,60.56600189,-1.833341002,18.51000023,12.35943222,2,0,23,25,102.8660019
19.13024407,-1.55360496,-0.348340005,60.51200104,-1.832075953,18.54000092,11.35278225,2,0,23,26,101.772001
19.13723331,-1.542065978,-0.311945707,60.47600174,-1.842566013,18.56999969,12.52720737,2,0,23,27,100.6960017
19.11549492,-1.545073032,-0.306746304,60.38600159,-1.863441944,18.61000061,11.80018234,2,0,23,28,99.56600159
19.07139054,-1.527701974,-0.348338515,60.29600143,-1.848847985,18.62999916,11.07315636,2,0,23,29,98.43600143
19.00452924,-1.529546976,-0.478314906,60.29600143,-1.860782027,18.56999969,12.27442646,2,0,23,30,97.39600143
18.97934099,-1.512514949,-0.493911803,60.36800003,-1.843371034,18.5,12.38627625,2,0,23,31,97.92800003
19.05550088,-1.50809896,-0.467916101,60.34999847,-1.889593005,18.57999992,9.366324425,2,0,23,32,98.36999847
18.99125602,-1.517639041,-0.358735412,60.27799988,-1.910254002,18.56999969,11.85610676,2,0,23,33,98.75799988
19.0093016,-1.515164018,-0.265152097,60.24200058,-1.938609958,18.61000061,10.03742504,2,0,23,34,99.18200058
18.89834334,-1.526273012,-0.265151888,60.15200043,-1.933212996,18.56999969,10.23428154,2,0,23,35,99.55200043
18.81305112,-1.523432016,-0.327540487,60.18799973,-1.926638961,18.46999931,9.366324425,2,0,23,36,98.75799973
18.92700569,-1.534284949,-0.166369706,60.20600128,-1.966603994,18.55999947,9.869649887,2,0,23,37,97.94600128
18.92533894,-1.529500008,-0.135175407,60.09799957,-1.995949984,18.62999916,9.675030708,2,0,23,38,97.00799957
18.90989767,-1.530557036,-0.025995251,60.06200027,-1.993010044,18.63999939,10.5407505,2,0,23,39,96.14200027
18.87222161,-1.508798957,-0.176767707,60.02600098,-1.953896999,18.62999916,10.56983089,2,0,23,40,95.27600098
18.94103991,-1.496333957,-0.187165707,59.95399857,-1.954087019,18.73999977,12.60997677,2,0,23,41,95.76
18.79470084,-1.477954984,-0.405525714,59.93600082,-1.885885,18.62000084,11.771101,2,0,23,42,96.27
18.83884432,-1.479405999,-0.530304015,60.02600098,-1.858152032,18.60000038,11.40870667,2,0,23,43,96.80600098
18.89444728,-1.47941196,-0.436721593,60.02600098,-1.868384957,18.64999962,10.23428154,2,0,23,44,97.31600098
18.91446348,-1.486044049,-0.244355902,59.91799927,-1.910712004,18.73999977,9.898731232,2,0,23,45,97.8
18.74616258,-1.485761046,-0.192365199,59.72000122,-1.91908896,18.71999931,12.91868305,2,0,23,46,98.41
18.58180694,-1.457291007,-0.45231849,59.73799896,-1.887886047,18.55999947,13.56070232,2,0,23,47,99.02
18.49443058,-1.441926003,-0.831852198,59.95399857,-1.819352984,18.34000015,13.81348324,2,0,23,48,99.63
18.50069206,-1.43236804,-0.987823606,60.11600113,-1.771149039,18.23999977,14.76420879,2,0,23,49,100.3560011
18.47314902,-1.441684008,-1.154194951,60.40399933,-1.725571036,18.03000069,14.03718376,2,0,23,50,101.2539993
18.45246313,-1.481979966,-1.107404947,60.54800034,-1.700170994,17.92000008,12.10665131,2,0,23,51,100.6280003
18.47237985,-1.534643054,-0.863049805,60.63800049,-1.673706055,17.87999916,12.33035183,2,0,23,52,99.94800049
18.45251274,-1.559651017,-0.670683324,60.67399979,-1.717419028,17.84000015,11.43555069,2,0,23,53,99.21399979
18.62913823,-1.590448976,-0.400329709,60.70999908,-1.764933944,17.96999931,10.87630081,2,0,23,54,98.47999908
18.67244567,-1.602406025,-0.077986203,60.56600189,-1.791772008,18.10000038,13.08645821,2,0,23,55,97.56600189
18.52432553,-1.570266008,-0.181967303,60.45800018,-1.82397902,18.04000092,12.13573265,2,0,23,56,0.458000183
18.5989554,-1.549510956,-0.176767707,60.40399933,-1.821959019,18.13999939,11.82702637,2,0,23,57,0.403999329
18.64621071,-1.514896989,0.031194439,60.20600128,-1.866026998,18.30999947,10.73760605,2,0,23,58,0.206001282
18.592552,-1.493464947,0.08318495,60.02600098,-1.89954102,18.37999916,12.10665131,2,0,23,59,0.026000977
18.60486058,-1.463915944,0.041592341,59.93600082,-1.867326021,18.45000076,11.6883316,3,0,0,0,96.3
18.60356605,-1.439808011,0.207961693,59.82799911,-1.889624953,18.52000046,11.97019386,3,0,0,1,97.12
18.50155421,-1.423414946,0.051990461,59.72000122,-1.874456048,18.5,12.47128296,3,0,0,2,97.94
18.46590747,-1.418128967,0.01559719,59.70199966,-1.83494699,18.47999954,13.70163345,3,0,0,3,98.76
18.45886402,-1.394356012,-0.145573705,59.73799896,-1.804965973,18.45000076,13.25423336,3,0,0,4,99.58
18.50364725,-1.379740953,-0.244355693,59.73799896,-1.77957201,18.48999977,15.62992859,3,0,0,5,100.4
18.45584015,-1.359259009,-0.410725594,59.81000137,-1.747939944,18.39999962,14.59643364,3,0,0,6,101.1
18.49157355,-1.364570022,-0.4055278,59.82799911,-1.722224951,18.42000008,13.89625263,3,0,0,7,101.8
18.39426445,-1.388198018,-0.493913203,59.86399841,-1.715906978,18.30999947,15.65900898,3,0,0,8,102.5
18.40790374,-1.392179966,-0.660284281,59.99000168,-1.71333003,18.23999977,13.00145149,3,0,0,9,103.2
18.50769503,-1.402613997,-0.473116308,59.97200012,-1.723037958,18.34000015,15.99455929,3,0,0,10,103.9
18.42079235,-1.402948022,-0.452320993,59.90000153,-1.723353028,18.30999947,15.62992859,3,0,0,11,103.8
18.30379849,-1.398030043,-0.587498128,59.97200012,-1.702275038,18.15999985,15.71493435,3,0,0,12,103.7
18.21544709,-1.420097947,-0.785064995,60.11600113,-1.69137001,17.98999977,13.64570808,3,0,0,13,103.7160011
18.30459611,-1.428758979,-0.805859804,60.20600128,-1.708853006,18.01000023,15.07067776,3,0,0,14,103.7060013
18.25691056,-1.449210048,-0.826655209,60.18799973,-1.711366057,17.97999954,15.1825285,3,0,0,15,103.5879997
18.17647717,-1.466097951,-0.634288073,60.31399918,-1.718420029,17.82999992,15.62992859,3,0,0,16,102.4839992
18.10930523,-1.460335016,-0.842250228,60.47600174,-1.70283699,17.67000008,15.04383373,3,0,0,17,101.4160017
18.16367074,-1.474135995,-0.909836292,60.56600189,-1.69837904,17.65999985,12.19165707,3,0,0,18,100.2760019
18.28713828,-1.477519035,-0.712269425,60.51200104,-1.755766988,17.79999924,12.38627625,3,0,0,19,98.99200104
18.23765384,-1.487321019,-0.488710314,60.34999847,-1.765663981,17.86000061,12.33035183,3,0,0,20,97.59999847
18.2241385,-1.482082963,-0.322340786,60.20600128,-1.793025017,17.94000053,12.41535759,3,0,0,21,97.43600128
18.21719809,-1.476099968,-0.140374199,60.13399887,-1.829128027,17.97999954,12.58313274,3,0,0,22,97.34399887
18.2216041,-1.472470999,-0.083184712,60.06200027,-1.877640009,18.03000069,12.97460747,3,0,0,23,97.25200027
18.22400689,-1.457702994,-0.07278689,59.97200012,-1.867835999,18.09000015,12.77775192,3,0,0,24,97.17
18.11922638,-1.444105029,-0.218360707,59.95399857,-1.834751964,18.01000023,12.27442646,3,0,0,25,97.15
18.13424429,-1.437217951,-0.192365304,59.99000168,-1.818907976,18,11.82702637,3,0,0,26,97.43
18.18609104,-1.444039941,-0.135175496,59.93600082,-1.820534945,18.07999992,12.5540514,3,0,0,27,97.71
18.14817075,-1.42990303,-0.207962394,59.90000153,-1.850623012,18.06999969,13.84032726,3,0,0,28,97.99
18.17101572,-1.413913965,-0.384731591,59.90000153,-1.821609974,18.09000015,13.42200851,3,0,0,29,98.27
18.01580783,-1.407335997,-0.556302428,59.95399857,-1.813922048,17.92000008,14.98790932,3,0,0,30,98.55
18.06063472,-1.414893031,-0.753867924,60.06200027,-1.739191055,17.88999939,13.42200851,3,0,0,31,99.82200027
18.1527566,-1.415042996,-0.681079686,60.06200027,-1.72438395,17.96999931,11.15592575,3,0,0,32,101.0320003
18.22400689,-1.445667028,-0.35873729,59.97200012,-1.763880014,18.09000015,9.200786591,3,0,0,33,102.18
18.14850754,-1.472049952,-0.05199096,59.79199982,-1.851320982,18.13999939,11.65925121,3,0,0,34,103.39
18.13715837,-1.471299052,0.005199084,59.68399811,-1.889148951,18.20000076,11.10000038,3,0,0,35,104.6
18.14076474,-1.468335032,-0.01559722,59.61199951,-1.878510952,18.25,12.63905716,3,0,0,36,103.37
18.0708611,-1.430320978,-0.103981398,59.59400177,-1.883237004,18.20000076,13.70163345,3,0,0,37,102.14
17.99132059,-1.414129019,-0.337939501,59.59400177,-1.846946001,18.12999916,13.19830799,3,0,0,38,100.91
18.03490301,-1.417884946,-0.348338604,59.57600021,-1.805642009,18.18000031,13.3370018,3,0,0,39,99.68
18.05567338,-1.419661045,-0.436722785,59.55799866,-1.798650026,18.20999908,11.91203213,3,0,0,40,98.45
18.09705565,-1.424324036,-0.400328904,59.52199936,-1.794337034,18.27000046,11.24093151,3,0,0,41,99.05
18.00262406,-1.430587053,-0.265152603,59.48600006,-1.829249978,18.20999908,10.56983089,3,0,0,42,99.65
18.03268777,-1.457633972,-0.150773197,59.45000076,-1.870139003,18.26000023,9.701874733,3,0,0,43,100.25
17.98893932,-1.483935952,-0.01559726,59.36000061,-1.947285056,18.28000069,9.954655647,3,0,0,44,100.85
17.95239702,-1.481415987,0.036393691,59.23400116,-1.970886946,18.32999992,11.10000038,3,0,0,45,101.45
17.75829732,-1.485165954,-0.265154511,59.32400131,-1.944496036,18.10000038,12.58313274,3,0,0,46,100.41
17.7439947,-1.470914006,-0.681083083,59.52199936,-1.873059988,17.95999908,11.6883316,3,0,0,47,99.37
17.7779146,-1.490349054,-0.987828195,59.75600052,-1.823521972,17.84000015,10.93222523,3,0,0,48,98.33
17.76946266,-1.498235941,-0.946232021,59.91799927,-1.80726397,17.72999954,10.96130657,3,0,0,49,97.29
17.78901126,-1.530616999,-0.837049723,60.00799942,-1.815366983,17.69000053,13.11330223,3,0,0,50,96.25799942
17.71476769,-1.55013895,-1.055413961,60.09799957,-1.801295996,17.56999969,12.60997677,3,0,0,51,96.48799957
17.83218867,-1.548756957,-1.034618974,60.24200058,-1.76463902,17.57999992,11.37962627,3,0,0,52,96.77200058
17.77200823,-1.561447978,-0.883846581,60.22399902,-1.778017044,17.54000092,16.30102921,3,0,0,53,96.89399902
17.62934107,-1.565948963,-1.185395956,60.36800003,-1.746845007,17.32999992,15.49123478,3,0,0,54,97.17800003
17.62999844,-1.552739978,-1.356968045,60.54800034,-1.679530025,17.21999931,14.39957809,3,0,0,55,97.49800034
17.68272071,-1.554208994,-1.258185983,60.61999893,-1.687981009,17.21999931,14.06402779,3,0,0,56,99.08999893
17.81782353,-1.555353999,-1.237390995,60.67399979,-1.696136951,17.29999924,14.42865849,3,0,0,57,100.6639998
17.86285564,-1.550153971,-0.935842812,60.63800049,-1.716464043,17.36000061,13.56070232,3,0,0,58,102.1480005
17.86022271,-1.564887047,-0.58750087,60.60200119,-1.733309031,17.37999916,12.07980728,3,0,0,59,103.6320012
17.7876196,-1.551116943,-0.462720901,60.58399963,-1.750365973,17.32999992,14.17587757,3,0,1,0,105.1339996
17.77443301,-1.524888039,-0.535507083,60.56600189,-1.744822979,17.32999992,14.98790932,3,0,1,1,103.7560019
17.79690593,-1.483924031,-0.660284579,60.54800034,-1.750740051,17.36000061,15.43530941,3,0,1,2,102.3780003
17.77443301,-1.466510057,-0.733071089,60.56600189,-1.727463007,17.32999992,12.63905716,3,0,1,3,101.0360019
17.75316508,-1.46409905,-0.701875508,60.60200119,-1.725218058,17.29000092,13.70163345,3,0,1,4,99.71200119
17.81270446,-1.478615046,-0.57189697,60.60200119,-1.752081037,17.34000015,13.44885254,3,0,1,5,98.35200119
17.85756063,-1.479390025,-0.504307687,60.56600189,-1.766155958,17.39999962,15.23845291,3,0,1,6,97.85600189
17.82982843,-1.460612059,-0.540700912,60.51200104,-1.759690046,17.40999985,14.26088333,3,0,1,7,97.34200104
17.72167524,-1.439200044,-0.69667381,60.49399948,-1.771235943,17.32999992,13.11330223,3,0,1,8,96.86399948
17.56890451,-1.454195023,-0.623888075,60.52999878,-1.756890059,17.18000031,15.15568447,3,0,1,9,96.43999878
17.54087489,-1.466058016,-0.769461274,60.65599823,-1.747481942,17.07999992,14.54050827,3,0,1,10,96.10599823
17.5419824,-1.462309957,-0.66547972,60.67399979,-1.740844965,17.06999969,14.51142788,3,0,1,11,97.54399979
17.3670137,-1.459210992,-0.73826623,60.79999924,-1.721449971,16.85000038,14.84697819,3,0,1,12,99.08999924
17.58194338,-1.422351956,-0.857844114,60.94400024,-1.727260947,16.94000053,13.44885254,3,0,1,13,100.6540002
17.70533127,-1.414520025,-0.613488317,60.7820015,-1.771075964,17.13999939,13.81348324,3,0,1,14,101.9120015
17.70293661,-1.431017995,-0.306744099,60.56600189,-1.768339992,17.27000046,14.03718376,3,0,1,15,103.1160019
17.64767346,-1.437140942,-0.166369602,60.45800018,-1.788980007,17.29000092,12.13573265,3,0,1,16,103.4380002
17.66365673,-1.419603944,-0.088383839,60.34999847,-1.835559011,17.37000084,11.91203213,3,0,1,17,103.7599985
17.51320818,-1.418128014,-0.06238858,60.24200058,-1.848328948,17.30999947,15.29437828,3,0,1,18,104.0820006
17.38793794,-1.402930975,-0.223559007,60.33200073,-1.839687943,17.14999962,14.62327766,3,0,1,19,104.6020007
17.43438158,-1.383368969,-0.483511388,60.49399948,-1.786901951,17.09000015,12.41535759,3,0,1,20,105.1939995
17.56890451,-1.406960011,-0.40032661,60.52999878,-1.782112956,17.18000031,12.97460747,3,0,1,21,104.6199988
17.49337207,-1.399404049,-0.41072461,60.47600174,-1.755426049,17.14999962,14.26088333,3,0,1,22,103.9560017
17.37297078,-1.412109971,-0.623885393,60.47600174,-1.751526952,17.04999924,11.26777554,3,0,1,23,103.3460017
17.3740661,-1.421900988,-0.603090227,60.49399948,-1.778723001,17.04000092,11.74425697,3,0,1,24,102.7539995
17.39821028,-1.455747962,-0.41072619,60.49399948,-1.82358098,17.05999947,11.12908173,3,0,1,25,102.1439995
17.48742323,-1.473850012,-0.202763394,60.38600159,-1.846698999,17.20000076,13.05737686,3,0,1,26,102.4360016
17.35188305,-1.478463054,-0.119578399,60.15200043,-1.842332006,17.22999954,13.50477695,3,0,1,27,102.6020004
17.12487996,-1.448510051,-0.379531205,60.16999817,-1.818390965,17.03000069,15.74177837,3,0,1,28,103.0199982
17.08783562,-1.414491057,-0.779858172,60.36800003,-1.782040954,16.87999916,14.9029026,3,0,1,29,103.618
17.0604607,-1.414867043,-0.852644682,60.54800034,-1.740730047,16.75,10.5407505,3,0,1,30,104.1980003
17.14895459,-1.45293498,-0.634284377,60.60200119,-1.758842945,16.79000092,13.78440189,3,0,1,31,104.2920012
17.20627735,-1.456925035,-0.587492585,60.52999878,-1.782202959,16.87999916,15.0997591,3,0,1,32,104.2599988
17.08227626,-1.447780967,-0.540702522,60.49399948,-1.734393001,16.79999924,13.05737686,3,0,1,33,104.2639995
17.00873536,-1.442867994,-0.441920787,60.49399948,-1.754197955,16.73999977,13.72847748,3,0,1,34,104.3039995
16.97272334,-1.450448036,-0.504309297,60.51200104,-1.751816034,16.70000076,13.5338583,3,0,1,35,104.362001
16.85085808,-1.446138978,-0.587495685,60.54800034,-1.754891038,16.57999992,13.64570808,3,0,1,36,103.2780003
16.87787895,-1.440850973,-0.675881028,60.60200119,-1.720105052,16.56999969,12.60997677,3,0,1,37,102.2120012
16.86547919,-1.451367021,-0.681081593,60.60200119,-1.806159973,16.55999947,12.24758244,3,0,1,38,101.0920012
16.80406905,-1.457278013,-0.577100515,60.61999893,-1.825809002,16.5,15.04383373,3,0,1,39,99.98999893
16.58352682,-1.43611896,-0.753869772,60.7820015,-1.805340052,16.22999954,16.38603401,3,0,1,40,99.0320015
16.62590844,-1.434281945,-0.894244075,60.9620018,-1.7148,16.15999985,12.63905716,3,0,1,41,100.5120018
16.82918933,-1.472040057,-0.696675301,60.9980011,-1.737341046,16.29999924,12.47128296,3,0,1,42,101.8480011
16.75103224,-1.48103404,-0.629087329,60.90800095,-1.771654963,16.29000092,13.84032726,3,0,1,43,103.0580009
16.79915085,-1.474609017,-0.644685924,60.83599854,-1.77590096,16.37000084,14.48458385,3,0,1,44,104.2859985
16.70902001,-1.47302103,-0.64468497,60.76399994,-1.758695006,16.34000015,13.42200851,3,0,1,45,105.5139999
16.63403107,-1.464862943,-0.530304193,60.7820015,-1.770751953,16.27000046,12.63905716,3,0,1,46,104.1120015
16.63403107,-1.44869101,-0.561496794,60.7820015,-1.772210002,16.27000046,12.83367634,3,0,1,47,102.6920015
16.58444806,-1.440327048,-0.473113,60.81800079,-1.736917019,16.20999908,15.71493435,3,0,1,48,101.3080008
16.64860279,-1.44165206,-0.592692196,60.85400009,-1.742082953,16.23999977,14.20495892,3,0,1,49,99.92400009
16.58660027,-1.423141003,-0.603091478,60.90800095,-1.735870957,16.15999985,16.91620445,3,0,1,50,98.55800095
16.62507888,-1.412320018,-0.691472173,60.92599869,-1.695132017,16.18000031,15.40622807,3,0,1,51,99.36599869
16.72480797,-1.410204053,-0.535501003,60.87200165,-1.690804005,16.29000092,13.86940861,3,0,1,52,100.1020016
16.70552321,-1.415655017,-0.415923089,60.65599823,-1.704520941,16.39999962,13.70163345,3,0,1,53,100.6759982
16.57782532,-1.401227951,-0.405525088,60.58399963,-1.71311903,16.34000015,14.59643364,3,0,1,54,101.3939996
16.57725655,-1.396505952,-0.415924191,60.56600189,-1.718950033,16.35000038,16.07732773,3,0,1,55,102.1660019
16.58861324,-1.372874022,-0.436721504,60.52999878,-1.701686025,16.37999916,14.59643364,3,0,1,56,102.5299988
16.5259043,-1.354688048,-0.493912607,60.52999878,-1.676903963,16.32999992,14.34365273,3,0,1,57,102.9299988
16.53958352,-1.35186398,-0.415926009,60.56600189,-1.687641978,16.31999969,11.40870667,3,0,1,58,103.3660019
16.5635521,-1.371584058,-0.322342396,60.52999878,-1.750795007,16.36000061,13.36608315,3,0,1,59,103.7299988
16.42520301,-1.371382952,-0.41072619,60.52999878,-1.746683002,16.25,14.09310818,3,0,2,0,104.1299988
16.53846058,-1.371948004,-0.374332607,60.52999878,-1.747203946,16.34000015,13.86940861,3,0,2,1,102.8699988
16.57427167,-1.386214018,-0.265152395,60.47600174,-1.750257969,16.39999962,11.46463203,3,0,2,2,101.5560017
16.53233367,-1.382997036,-0.306745708,60.34999847,-1.789726019,16.44000053,14.09310818,3,0,2,3,100.1699985
16.56174652,-1.369642973,-0.337938607,60.15200043,-1.795369029,16.57999992,13.95217705,3,0,2,4,98.71200043
16.49523651,-1.368433952,-0.369132608,60.04399872,-1.822538018,16.59000015,13.14238262,3,0,2,5,97.34399872
16.33465071,-1.372588038,-0.447118104,60.06200027,-1.799669027,16.45000076,13.67255211,3,0,2,6,97.03200027
16.31475851,-1.358608961,-0.582295477,60.20600128,-1.75287199,16.35000038,12.33035183,3,0,2,7,96.84600128
16.39351866,-1.362756968,-0.597893596,60.31399918,-1.752022028,16.35000038,13.36608315,3,0,2,8,96.62399918
16.45673969,-1.37391305,-0.447121292,60.33200073,-1.771060944,16.38999939,14.03718376,3,0,2,9,96.31200073
16.53922515,-1.377104998,-0.311945885,60.20600128,-1.797608018,16.53000069,14.87605858,3,0,2,10,95.85600128
16.47050021,-1.379605055,-0.239158794,60.04399872,-1.744902968,16.56999969,15.1825285,3,0,2,11,97.12399872
16.42020477,-1.375895023,-0.285950989,60.02600098,-1.754037023,16.54000092,15.62992859,3,0,2,12,98.53600098
16.48209085,-1.37203896,-0.285951406,60.02600098,-1.744174957,16.59000015,13.14238262,3,0,2,13,99.96600098
16.38001084,-1.366969943,-0.265155196,59.95399857,-1.751248002,16.54999924,15.60308456,3,0,2,14,101.37
16.24600648,-1.36540997,-0.441925585,60.02600098,-1.748229027,16.39999962,12.41535759,3,0,2,15,102.826001
16.19894078,-1.385400057,-0.540709376,60.11600113,-1.773903012,16.30999947,14.34365273,3,0,2,16,102.0360011
16.11236805,-1.38865304,-0.65509057,60.16999817,-1.746266007,16.20999908,16.46880341,3,0,2,17,101.2099982
16.02767233,-1.384140015,-0.925445914,60.34999847,-1.718487024,16.04000092,15.60308456,3,0,2,18,100.5099985
16.11972327,-1.39438498,-0.920247316,60.49399948,-1.707587957,16.03000069,13.89625263,3,0,2,19,99.77399948
16.22167096,-1.407138944,-0.644693196,60.49399948,-1.70293498,16.11000061,13.00145149,3,0,2,20,98.89399948
16.02986191,-1.431552052,-0.509515703,60.47600174,-1.730355024,15.97000027,15.29437828,3,0,2,21,98.47600174
15.99233496,-1.42561996,-0.59270221,60.54800034,-1.711467981,15.89999962,15.51807785,3,0,2,22,98.14800034
16.04400587,-1.407713056,-0.722678602,60.56600189,-1.728618026,15.93000031,16.16233444,3,0,2,23,97.76600189
15.92789383,-1.402938962,-0.878651917,60.54800034,-1.70452702,15.85000038,14.34365273,3,0,2,24,97.34800034
15.92806987,-1.409518003,-0.821462214,60.56600189,-1.69885695,15.84000015,15.0997591,3,0,2,25,96.96600189
15.97967088,-1.419849992,-0.717477798,60.56600189,-1.730481982,15.88000011,14.76420879,3,0,2,26,98.00600189
15.88913856,-1.426144004,-0.592698097,60.54800034,-1.737905979,15.81999969,13.75755787,3,0,2,27,99.02800034
16.0563264,-1.429646969,-0.447122306,60.52999878,-1.763960004,15.96000004,12.52720737,3,0,2,28,100.0499988
16.01587648,-1.434787989,-0.296347886,60.40399933,-1.771096945,16,15.01475334,3,0,2,29,100.9639993
15.70609064,-1.417655945,-0.436723709,60.31399918,-1.764593005,15.81000042,15.82678413,3,0,2,30,101.9139992
15.62889091,-1.404579043,-0.696679175,60.42200089,-1.710762978,15.68999958,16.77750969,3,0,2,31,101.1620009
15.72031004,-1.397757053,-0.821455777,60.51200104,-1.715417981,15.71000004,14.48458385,3,0,2,32,100.392001
15.82401429,-1.406123996,-0.655084491,60.49399948,-1.721627951,15.80000019,14.62327766,3,0,2,33,99.51399948
15.79753968,-1.41337502,-0.457518905,60.42200089,-1.756669044,15.81999969,16.30102921,3,0,2,34,98.58200089
15.68072391,-1.404348016,-0.540705681,60.38600159,-1.728621006,15.75,14.76420879,3,0,2,35,97.68600159
15.64196633,-1.397477984,-0.623892009,60.43999863,-1.739536047,15.68999958,12.88960171,3,0,2,36,97.51999863
15.74578298,-1.407953024,-0.426326513,60.42200089,-1.768934011,15.77999973,16.33011055,3,0,2,37,97.28200089
15.58971309,-1.41128099,-0.421126395,60.38600159,-1.774371028,15.68000031,16.10640907,3,0,2,38,97.02600159
15.55059777,-1.395315051,-0.514709473,60.47600174,-1.703698993,15.60000038,14.03718376,3,0,2,39,96.89600174
15.72015781,-1.388805985,-0.405528307,60.47600174,-1.692137003,15.72999954,14.87605858,3,0,2,40,96.67600174
15.62868349,-1.365422964,-0.379532397,60.36800003,-1.70025599,15.72000027,14.51142788,3,0,2,41,97.59800003
15.6155138,-1.367151976,-0.291147888,60.33200073,-1.713660002,15.72999954,14.79105282,3,0,2,42,98.59200073
15.40676816,-1.361296058,-0.270351708,60.31399918,-1.705070972,15.57999992,15.85362816,3,0,2,43,99.60399918
15.45883626,-1.342483997,-0.431524009,60.45800018,-1.703302979,15.53999996,13.78440189,3,0,2,44,100.7780002
15.5113269,-1.349617958,-0.322342813,60.45800018,-1.736678004,15.57999992,13.89625263,3,0,2,45,101.8080002
15.44589431,-1.38598299,-0.244356796,60.40399933,-1.750079036,15.56000042,14.87605858,3,0,2,46,101.5139993
15.41984006,-1.392482996,-0.176769093,60.33200073,-1.752985954,15.57999992,12.21850109,3,0,2,47,101.2020007
15.51103596,-1.391213059,-0.072787181,60.22399902,-1.768311977,15.71000004,11.80018234,3,0,2,48,100.853999
15.68828789,-1.403385997,0.202764004,59.95399857,-1.838597059,16,12.49812698,3,0,2,49,100.39
15.49093134,-1.392842054,0.291148096,59.64799881,-1.853155017,16.02000046,13.19830799,3,0,2,50,100.15
15.3505568,-1.362961054,0.114379898,59.66600037,-1.81042099,15.89999962,12.10665131,3,0,2,51,99.45
15.28798453,-1.341536045,-0.103981704,59.82799911,-1.790475965,15.76000023,14.51142788,3,0,2,52,98.75
15.40517592,-1.330466032,-0.233958602,59.91799927,-1.784100056,15.80000019,13.70163345,3,0,2,53,98.05
15.58342316,-1.316007972,-0.181968197,59.81000137,-1.779304028,16,13.36608315,3,0,2,54,97.35
15.29785744,-1.337988973,-0.103982098,59.57600021,-1.781669974,15.90999985,15.71493435,3,0,2,55,96.65
15.00141105,-1.33513999,-0.426326603,59.72000122,-1.745221019,15.60000038,14.73512745,3,0,2,56,97.19
15.11914299,-1.337491035,-0.545904696,59.90000153,-1.704944015,15.59000015,14.45550251,3,0,2,57,97.73
15.404189,-1.344341993,-0.317144394,59.82799911,-1.712885022,15.85000038,14.48458385,3,0,2,58,98.27
15.23512076,-1.355643988,-0.161171496,59.70199966,-1.700595975,15.78999996,13.22515202,3,0,2,59,98.81
15.28673176,-1.345265031,-0.109180599,59.70199966,-1.730249047,15.82999992,12.7509079,3,0,3,0,99.35
15.2600901,-1.353109002,0.01559725,59.63000107,-1.764278054,15.85000038,13.08645821,3,0,3,1,99.35
15.14362302,-1.345893979,-0.1559726,59.59400177,-1.784291029,15.77999973,14.37273407,3,0,3,2,99.35
14.87062186,-1.344259024,-0.374333709,59.61199951,-1.754449964,15.56000042,16.49788475,3,0,3,3,99.35
14.86958804,-1.322792053,-0.603094399,59.86399841,-1.670037031,15.42000008,14.45550251,3,0,3,4,99.35
15.10590914,-1.33654201,-0.514710188,59.99000168,-1.641167998,15.52999973,13.95217705,3,0,3,5,99.35
15.1321436,-1.36570406,-0.25475511,59.84600067,-1.674579024,15.63000011,14.54050827,3,0,3,6,99.8
15.00142448,-1.361876965,-0.296347409,59.73799896,-1.75671804,15.59000015,13.70163345,3,0,3,7,100.25
